"ID","Last Name","First Name","Team ID","Team Name","Status","Status Details","Position","Eligible Positions","Image"
"423.p.33781","Patterson","Riley","423.l.807652.t.1","Better Business Burrow","Available","","K","K","https://s.yimg.com/iu/api/res/1.2/R14O0qrYHWhn0tfAr_AX3w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112023/33781.png"
"423.p.30346","Butker","Harrison","423.l.807652.t.1","Better Business Burrow","Available","","BN","K","https://s.yimg.com/iu/api/res/1.2/7n4APSbP6JWbE.VR9JNYog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/30346.png"
"423.p.100008","","Detroit","423.l.807652.t.1","Better Business Burrow","Available","","DEF","DEF","https://s.yimg.com/lq/i/us/sp/v/nfl/teams/1/50x50w/det2.gif"
"423.p.100012","","Kansas City","423.l.807652.t.1","Better Business Burrow","Available","","DEF","DEF","https://s.yimg.com/lq/i/us/sp/v/nfl/teams/1/50x50w/kan.gif"
"423.p.29281","Thomas","Michael","423.l.807652.t.1","Better Business Burrow","Injured","IR - Knee","IR","WR,W/R/T,Q/W/R/T,IR","https://s.yimg.com/iu/api/res/1.2/Fl2Y57upTzVtOFrexCpv5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232023/29281.png"
"423.p.32671","Burrow","Joe","423.l.807652.t.1","Better Business Burrow","Injured","IR - Wrist","IR","QB,Q/W/R/T,IR","https://s.yimg.com/iu/api/res/1.2/TUZAe23IP5sXhZZ5orYimA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08242023/32671.png"
"423.p.30977","Allen","Josh","423.l.807652.t.2","Can you Digg it?","Available","","QB","QB,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/6VhAICLv_vwfdE0GMBkhgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08222023/30977.png"
"423.p.31908","McLaurin","Terry","423.l.807652.t.2","Can you Digg it?","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/6ubX.FQD1vkEgx_QRp0BIQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08172023/31908.png"
"423.p.40039","Flowers","Zay","423.l.807652.t.2","Can you Digg it?","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/tcWkL8CJ6Zk6aH3VzZNL5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/07282023/40039.png"
"423.p.26650","Hopkins","DeAndre","423.l.807652.t.2","Can you Digg it?","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/CGPCfPqk5JU00Xl3dyZDwA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08282023/26650.png"
"423.p.33971","Dotson","Jahan","423.l.807652.t.2","Can you Digg it?","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/rY7UBr8dJhyBD2zKeDnkAQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08172023/33971.png"
"423.p.33412","Harris","Najee","423.l.807652.t.2","Can you Digg it?","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/nqgq3LwzCSB0fNXbifcOdw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/33412.png"
"423.p.29279","Henry","Derrick","423.l.807652.t.2","Can you Digg it?","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/axybdmTm92jaZUw5ZMNwog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182023/29279.png"
"423.p.40059","Gibbs","Jahmyr","423.l.807652.t.2","Can you Digg it?","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/uJhJQiAliGiwFDTJ7lQ.2Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08112023/40059.png"
"423.p.31840","Hockenson","T.J.","423.l.807652.t.2","Can you Digg it?","Available","","TE","TE,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/gDcUMhQ1yyyobQf7E8QcxA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092023/31840.png"
"423.p.31856","Jacobs","Josh","423.l.807652.t.2","Can you Digg it?","Available","","W/R/T","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/6q.PFWRMhuvredK21Mel5Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09092022/31856.png"
"423.p.28654","Mostert","Raheem","423.l.807652.t.2","Can you Digg it?","Available","","W/R/T","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/ntFFO7ndryUmRkgurtWhhA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252023/28654.png"
"423.p.30180","Kamara","Alvin","423.l.807652.t.2","Can you Digg it?","Available","","W/R/T","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/IqjWH86bHyYYW1UfdVHLnQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232023/30180.png"
"423.p.40030","Stroud","C.J.","423.l.807652.t.2","Can you Digg it?","Available","","Q/W/R/T","QB,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/.2LhgdhfA.Oxx.KO.Q8uxQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08152023/40030.png"
"423.p.31010","Sutton","Courtland","423.l.807652.t.2","Can you Digg it?","Available","","BN","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/OC_ehE9U5qd6L_XRQbdg0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08292023/31010.png"
"423.p.32736","Gibson","Antonio","423.l.807652.t.2","Can you Digg it?","Available","","BN","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/6ofK.flGUG.stOTsHIfLjQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08172023/32736.1.png"
"423.p.33967","Williams","Jameson","423.l.807652.t.2","Can you Digg it?","Available","","BN","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/XPilhnxZDx6TU3ClMW.jxQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/33967.png"
"423.p.31268","Lazard","Allen","423.l.807652.t.2","Can you Digg it?","NotAvailable","NA - Coach's Decision","BN","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/MHhzpDypkk5FcSkgaIwydw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08022023/31268.png"
"423.p.32692","Jefferson","Justin","423.l.807652.t.2","Can you Digg it?","Other","IR-R - Hamstring","BN","WR,W/R/T,Q/W/R/T,IR","https://s.yimg.com/iu/api/res/1.2/uKAl5.v0hNtF.Gofx7AY5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09122022/32692.png"
"423.p.30199","Hunt","Kareem","423.l.807652.t.2","Can you Digg it?","Available","","BN","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/7kAjVIu.MpEmEH.Y4gJ42w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10302023/30199.png"
"423.p.26534","Tucker","Justin","423.l.807652.t.2","Can you Digg it?","Available","","K","K","https://s.yimg.com/iu/api/res/1.2/LVl4lQgjSkiBJczF3BVJXA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08222023/26534.png"
"423.p.100023","","Pittsburgh","423.l.807652.t.2","Can you Digg it?","Available","","DEF","DEF","https://s.yimg.com/lq/i/us/sp/v/nfl/teams/1/50x50w/pit.gif"
"423.p.100015","","Miami","423.l.807652.t.2","Can you Digg it?","Available","","DEF","DEF","https://s.yimg.com/xe/ipt/50x50w.5.gif"
"423.p.100033","","Baltimore","423.l.807652.t.2","Can you Digg it?","Available","","BN","DEF","https://s.yimg.com/lq/i/us/sp/v/nfl/teams/1/50x50w/bal_2.gif"
"423.p.30123","Mahomes","Patrick","423.l.807652.t.3","Air Jordan Love","Available","","QB","QB,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/LzH2rsHlIjQrRMSxKJp8bw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08302023/30123.png"
"423.p.40042","Addison","Jordan","423.l.807652.t.3","Air Jordan Love","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/vxRoirqjjdbEKhBkk2kNlw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08092023/40042.png"
"423.p.33965","Wilson","Garrett","423.l.807652.t.3","Air Jordan Love","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/14i6BhzPI6YCNQhAt7v6OQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09052023/33965.png"
"423.p.32798","Davis","Gabe","423.l.807652.t.3","Air Jordan Love","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/FpnVozvf7BEniT.DSR1bbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08162022/32798.png"
"423.p.32687","Lamb","CeeDee","423.l.807652.t.3","Air Jordan Love","Available","","WR","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/xVhLqSZkWhNg6caGkIJJyg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08282023/32687.png"
"423.p.33991","Hall","Breece","423.l.807652.t.3","Air Jordan Love","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/BLocH0EcqL6X294cEPo3Mg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/09052023/33991.png"
"423.p.34019","Cook","James","423.l.807652.t.3","Air Jordan Love","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/Kwq2eYBk7s_hzE.QTsZXaA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08102022/34019.png"
"423.p.30218","Conner","James","423.l.807652.t.3","Air Jordan Love","Available","","RB","RB,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/PrfE8z8iqrnrYHB7znKVdQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08212023/30218.png"
"423.p.30142","Njoku","David","423.l.807652.t.3","Air Jordan Love","Available","","TE","TE,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/N2wB.vSZOxuoEgcezD5NLw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08252023/30142.png"
"423.p.30197","Godwin","Chris","423.l.807652.t.3","Air Jordan Love","Available","","W/R/T","WR,W/R/T,Q/W/R/T","https://s.yimg.com/iu/api/res/1.2/roNVzlSNZyCVTP_YD2gH.Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08182023/30197.png"
